symID,symptom
2442,回盲部结核
2443,妊娠期的生理变化
2444,指甲夹伤
2445,皮面上针头大小瘙痒点
2446,虹膜根部离断
2447,鼻小柱缺损
2448,口腔黏膜纤维化
2449,期外收缩
2450,脂质沉积症
2451,肚脐疼
2452,对称性肌无力
2453,肋间神经痛
2454,动脉血氧饱和度降低
2455,臭汗
2456,胀感
2457,外阴烧灼刺激感
2458,中指半月甲呈粉红色
2459,手机依赖症
2460,抽风
2461,瞳孔两侧不等大
2462,心境不良
2463,乳房肿块
2464,盆腔肿块
2465,血运障碍
2466,无羞惭感
2467,陶奇感染
2468,颈强直
2469,高同型半胱氨酸血症
2470,风寒咳嗽
2471,眼球内陷
2472,尿酸代谢亢进
2473,足趾伸屈时足部疼痛
2474,腹痛腹泻
2475,方肩畸形
2476,心电图
2477,钩回发作
2478,灰白大便
2479,血性耳漏
2480,脉压增宽
2481,网状青斑
2482,血压高
2483,角膜中央后部典
2484,口腔黏膜白斑
2485,面部血管纤维瘤
2486,声带麻痹
2487,纵隔增宽
2488,尿内出现蛋白及管型
2489,皮肤浸润
2490,酒精成瘾
2491,风丘疹
2492,两侧颊部及颞部凹入
2493,肘关节伸直位内翻角增大
2494,睑外翻
2495,腰痛
2496,心火
2497,四肢苔藓样变
2498,耳内发胀
2499,大转子叩痛
2500,顽固性口腔溃疡
2501,骨龄延迟
2502,伤寒面容
2503,仰趾外翻
2504,血性耳分泌物
2505,上尿路结构和功能损害
2506,头颈部剧痛
2507,情绪不宁
2508,塌鼻梁
2509,新月状溶骨性缺损
2510,肾小球滤过率下降
2511,软腭疼痛
2512,低钠血症
2513,三凹征
2514,粉红色泡沫样痰
2515,腹部有局部或广
2516,抗精子抗体阳性
2517,全身性血管损害
2518,共济失调
2519,颈短
2520,溶血现象
2521,去大脑强直
2522,白渣样鼻涕
2523,脑细胞出现营养不良性蜕变
2524,舞蹈样手足徐动
2525,脑疝危象
2526,皮肤萎缩
2527,弥漫性系膜硬化
2528,肩部运动受限
2529,四肢关节如折
2530,恶病性痤疮
2531,唇甲色淡
2532,排便感
2533,白睛混赤
2534,鼻孔流脓
2535,水冲脉
2536,下唇肿胀外翻
2537,慢性咳嗽
2538,放射后的臂丛神
2539,慢性盆腔疼痛
2540,手部功能完全丧失
2541,静脉侧支循环建立
2542,右上腹持续性剧痛并向右肩部放射
2543,肺淤血
2544,皮肤皴裂
2545,呼吸困难
2546,电击样痛或刺痛的头痛
2547,癫痫和癫痫样发作
2548,皮肤脆性增加
2549,桥脑出血
2550,额头长痘
2551,冲动型人格障碍
2552,一过性脑缺血
2553,大便呈褐色
2554,皮损可呈角样突起
2555,咽部苹果酱样结节
2556,先天性腹壁发育不全
2557,角质化
2558,易疲乏
2559,氮质血症
2560,肘痛
2561,劳累后心悸
2562,肝气犯脾
2563,睑结膜沙粒外观
2564,韦氏环
2565,肌肉硬结
2566,秋季狂躁症
2567,牙槽突型
2568,排便频率异常
2569,手冻伤
2570,沉脉
2571,异源性ACTH
2572,四肢近端肌肉和
2573,肩膀酸疼
2574,毛孔粗大
2575,猩红热样皮疹
2576,汗出如油
2577,头皮撕裂伤
2578,眼疲劳
2579,粪便中排出的粪胆原增加
2580,球蛋白异常
2581,胰腺内钙化
2582,心前区隐痛
2583,移行病变
2584,腹痛伴休克
2585,血中钙离子过高
2586,咽炎、舌炎、龈炎
2587,膈下感染
2588,不排胎便
2589,婴幼儿外阴疼痛
2590,产褥期谵妄状态
2591,眼睑脓肿
2592,曲棍球棒手
2593,脓肿破入胸腔
2594,足部震颤
2595,自汗肢冷
2596,脊椎僵直
2597,肩关节痛
2598,肝质地硬
2599,干燥型湿疹
2600,咯血伴胸痛
2601,局部压痛
2602,空间感知障碍
2603,口淡无味
2604,肩胛带的肌肉不发达
2605,咳血痰
2606,耳顶线以下至发
2607,神经肌肉症状
2608,异常矮小
2609,双侧肾内痛
2610,腹部型肥胖
2611,痰中带血丝
2612,盐类皮质激素分泌过多
2613,肌腱断裂
2614,血糖值升高
2615,喉咙痛
2616,食指指甲凹陷
2617,高促胃泌素血症
2618,腋窝痛
2619,粘液便
2620,胸壁血管充盈
2621,牙齿萌出疼痛
2622,右背部痛
2623,四肢不温
2624,肝内HDAg仅
2625,肥胖纹
2626,无运动或感觉障碍的运用不能
2627,肌肉拉伤
2628,全身过敏反应
2629,上肢呈迟缓性麻痹
2630,新陈代谢旺盛
2631,肛周皮肤有湿疹
2632,胚胎停止发育
2633,口、眼、生殖器损害
2634,侵蚀性骨破坏
2635,一时性便秘
2636,真皮侵袭性生长
2637,出血倾向
2638,咽部肌肉运动障碍
2639,涎瘘
2640,表情迟钝
2641,内容难以听清的
2642,弥漫性骨质疏松
2643,斜形骨折
2644,大角膜
2645,牙龈深红或暗红色
2646,眼眶内持续性、
2647,四肢无力
2648,长脉
2649,胎儿酒精影响
2650,小腿以下缺血
2651,阴道流出黄色或
2652,双耳廓发育不全
2653,面部皮肤有结节状增生
2654,传导阻滞
2655,婴儿脸色发黄
2656,指甲很短
2657,牙齿结构异常
2658,眼球垂直运动障碍
2659,小儿面部皮疹
2660,舌干苔厚
2661,阴毛早发育
2662,维生素D中毒
2663,病理性脱发
2664,抗卵巢抗体阳性
2665,四肢畸形
2666,恐惧
2667,器质性早泄
2668,头皮屑多
2669,鼻腔不能关闭引
2670,局部皮肤变紧
2671,血压低
2672,仰颈时吞咽困难
2673,肝火
2674,手势性自动症
2675,肠道转运障碍
2676,眩晕
2677,膝盖长骨刺
2678,脓肿
2679,不能向尺侧屈腕及屈环小指远侧指关节
2680,持续性腰痛伴有晨僵
2681,无故发笑
2682,心脏排血受阻
2683,指甲异常
2684,水湿不化
2685,食欲缺乏
2686,马牙
2687,湿性脚气
2688,无症状性菌尿
2689,电生理异常
2690,老练外貌
2691,体重增加
2692,食管下括约肌张力下降
2693,肝病容
2694,过敏性血管水肿
2695,流鼻血
2696,忧郁
2697,青春危险期
2698,下腹局部疼痛
2699,头盆不称
2700,胃容纳性减弱
2701,脑穿通畸形
2702,角膜知觉减少
2703,唾液分泌增多
2704,手足烦热
2705,舌轻度外吐
2706,梅毒性角膜炎
2707,一过性肉眼血尿
2708,下肢呈剪刀步态
2709,小指半月甲呈粉红色
2710,红肿奇痒
2711,学习困难
2712,昏睡
2713,滤泡增大
2714,骨脆
2715,指甲呈扁平形
2716,淀粉样蛋白沉积
2717,蓝色、蓝灰色或蓝黑色丘疹
2718,注意力缺乏多动症
2719,大三阳
2720,干咳
2721,肢体发凉
2722,超量饮酒后两下肢突然出现痉挛和疼痛
2723,锥体外系损害
2724,语言障碍
2725,复杂性尿路感染
2726,垂直性忽略症
2727,手脱皮
2728,大阴唇或肛门大小不等、质软无压痛包块
2729,烧伤创面粪臭味分泌物
2730,脉沉弦
2731,视近困难
2732,吐泡沫痰
2733,胫骨压痛
2734,眼前异常闪光，
2735,宫颈粘液少
2736,口腔黏膜溃疡
2737,一侧下腹坠痛
2738,子宫穿孔
2739,T波低平或倒置
2740,发热伴淋巴结肿大、并伴触痛
2741,腱或腱止点处增粗或钙化
2742,PAS染色阳性
2743,指（趾）环状缩窄带
2744,偏执性妄想
2745,酒悖
2746,视网膜裂孔
2747,停止排气
2748,脆性X综合征
2749,核上性垂直性眼肌瘫痪
2750,胎儿宫内窒息
2751,睾丸微小
2752,手臂肌肉拉伤
2753,孕妇皮肤过敏
2754,输卵管迂曲
2755,双耳廓缺损
2756,同向偏盲
2757,足底烧灼感
2758,反射弧中断
2759,植物血凝素的淋巴细胞返祖现象
2760,震颤性肌强直，运动徐缓
2761,绿视
2762,咽部有异物感
2763,小血管纤维性坏死
2764,反复不愈的尿道感染
2765,腹水
2766,提睾反射减弱或消失
2767,撕脱骨折
2768,脑沟变宽
2769,皮肤色素沉着呈青铜色
2770,脑痉挛
2771,面部闪电疼痛
2772,下半身无汗或少汗
2773,肌腱拉伤
2774,白细胞减少
2775,嘴唇肿
2776,腱或腱止点处增
2777,颈动脉搏动减弱或消失
2778,输乳管阻塞
2779,乳头肥大
2780,反复发烧
2781,头部震颤
2782,食管蠕动功能减弱
2783,低补体血症
2784,小腿下部色素沉着、脱屑、湿疹
2785,气急喘盛
2786,盘状红斑
2787,阴茎疼痛
2788,月经失调
2789,深黄色或带绿色
2790,剧痛
2791,心绞痛
2792,脊柱和四肢畸形
2793,食管重复
2794,浑身忽冷忽热
2795,红斑样皮疹
2796,消瘦严重者呈”皮包骨头”样
2797,颅内高压
2798,胸闷
2799,阴部溃疡
2800,耳郭突出
2801,高血压
2802,胃壁增厚
2803,湿咳
2804,纤维膜包裹
2805,脓液为巧克力色
2806,慢性肾损害
2807,婴儿斜视
2808,足跟蓝黑色或黑色斑点
2809,呼气音延长
2810,排精不畅
2811,毛发增多
2812,拇指和食指不能
2813,杵状指（趾）
2814,毛窍闭塞
2815,进行性肉芽性溃疡坏死
2816,皮下深部筋膜进
2817,心前区重压感
2818,苔白而润
2819,上呼吸道感染
2820,颈髓硬膜外病变
2821,足底脱皮
2822,组织坏死
2823,前臂短缩
2824,听觉障碍
2825,增殖腺肥大
2826,脘痞腹胀
2827,皮肤和软组织感染
2828,双吸气
2829,乳腺肥大
2830,容易发生青肿
2831,舌质红绛
2832,阴道粘连
2833,尿道口粘连
2834,中风偏瘫
2835,心脏杂音
2836,吞咽障碍
2837,齿迟
2838,痉挛性的肌张力增高
2839,脊髓休克
2840,睑缘呈横“S”形下垂
2841,虚热口臭
2842,淋巴结肿大
2843,钙离子内流
2844,心房游走性节律
2845,与脉搏相一致的眼球跳动
2846,有效血容量减少
2847,失眠
2848,Asperge
2849,腹痛伴血尿
2850,肠痉挛
2851,尿潴留
2852,黄色发亮结痂
2853,皮下脂肪萎缩
2854,眼底无红光反射
2855,咽鼓管堵塞
2856,胃肠粘膜的通透性增高
2857,骨盆损伤
2858,上肢无力
2859,排粪时肛门灼痛
2860,发作性傻笑
2861,窜痛
2862,咳巧克力色痰
2863,齿龈出血
2864,倒睫
2865,青春期肥胖
2866,无痛性口腔溃疡
2867,胃痉挛
2868,湿热内蕴
2869,缺乏深睡眠
2870,气管移位
2871,颈部不稳感
2872,深部性头痛
2873,耳前庭功能受损
2874,人格解体
2875,雀斑
2876,脓胸
2877,气管受压
2878,肛门会阴区潮湿不洁
2879,后发际低
2880,鳞状细胞癌
2881,肝功能异常
2882,柏油便
2883,外展型骨折
2884,肺容量减小
2885,胃移位
2886,进食异常
2887,甲胎蛋白增高
2888,非凹陷黏液水肿
2889,脓毒性血症或多
2890,精神依赖性
2891,眼睑外翻
2892,鞘膜积水
2893,眶周青紫
2894,膝关节间隙弹响和疼痛
2895,胚胎发育障碍
2896,抗Jo-1抗体阳性
2897,皮肤多痣
2898,尿外渗
2899,肺通气一血流比例失调
2900,嗜睡
2901,皮肤边缘翘起
2902,腰骶部酸痛
2903,出冷汗
2904,腰膝酸软
2905,双手活动软弱无力
2906,排痰无力
2907,纸样胎儿
2908,远视屈光度数增加
2909,扭伤
2910,阳虚胃痛
2911,腭部可见小出血点
2912,习惯性腹泻
2913,阴道转移
2914,胸部有过度回响
2915,角巩膜葡萄肿
2916,呆滞
2917,醉汉步态
2918,重度痛
2919,青春期后无精液
2920,指甲中央部分隆起
2921,单腿半蹲痛
2922,细胞色素C氧化酶缺乏症
2923,肝部疼痛
2924,抽筋
2925,皮肤油脂过多
2926,肢体远侧常有麻痛
2927,颌下腺导管口有咸味或脓性分泌物排出
2928,肛门剧痛
2929,手腕长骨刺
2930,性施虐癖
2931,乳房疼痛
2932,月经血块过多
2933,血清甘油三酯
2934,大便色浅
2935,耳下区的韧实肿块
2936,眼球挫伤
2937,痉挛性便秘
2938,穿透性皮肤变性
2939,排便不尽感
2940,皮肤绷紧肥厚失去弹性
2941,膀胱结石
2942,心脏破裂
2943,甲皱毛细血管袢数减少
2944,痛性阴茎勃起
2945,拥抱反射消失
2946,肾损害
2947,躁郁样
2948,拇指不明原因疼痛
2949,管型尿
2950,石骨症
2951,胃肠道出血
2952,肘外侧夜间痛
2953,皮肤肌肉增厚、纤维化
2954,横结肠息肉
2955,肾上腺皮质激素
2956,局部可摸到肌腹
2957,心肌冬眠现象
2958,胃肠道症状
2959,神经束内神经纤维损伤
2960,烧伤创面甜腥气味的粘稠分泌物
2961,眼睑闭合不全
2962,坐骨神经痛
2963,粪便嵌塞
2964,阑尾组织纤维化
2965,面颊明显内陷
2966,大汗昏晕
2967,关节局部刺痛
2968,自发性球内出血
2969,弦脉
2970,脊柱破坏
2971,色素异常
2972,红细胞偏低
2973,面色潮红
2974,食管下段静脉曲张
2975,排便困难
2976,冻疮
2977,舌炎
2978,术后急性精神障碍
2979,肠绒毛萎缩
2980,网络依赖
2981,肾小球硬化
2982,皮肤黏膜苍白
2983,呼吸音减弱
2984,化脓性腮腺炎
2985,脑神经麻痹
2986,呼吸气为蒜臭味
2987,慢性中毒
2988,食指和中指僵硬痛麻
2989,软产道裂伤
2990,第1跖趾关节疼痛和肿大
2991,脉浮紧
2992,湿热
2993,牙齿拥挤错位排列不齐
2994,谵妄
2995,尿液氨水味
2996,红眼
2997,颈部酸痛
2998,外阴鳞状上皮疣状增生
2999,颅脑损伤后头痛
3000,脐周疼痛
3001,胃内有异物
3002,层状鱼鳞癣
3003,下腹压痛
3004,不宁腿综合征
3005,视力障碍
3006,肺外症状
3007,窥淫癖
3008,冠状动脉栓塞
3009,喉部堵塞感
3010,遗精
3011,炎性细胞浸润
3012,鼻端弥漫性潮红
3013,血管性水肿
3014,声带肥厚
3015,排尿不畅
3016,小腿水肿
3017,血管迷走性晕厥
3018,肌肉发育不良
3019,粘膜充血
3020,心尖搏动弥散
3021,斗鸡眼
3022,早上起床突然发现面颊动作不灵或歪斜
3023,反复出血
3024,产后发热
3025,手掌呈黄色
3026,大腿局部肿胀变形
3027,肾痛
3028,视觉失认
3029,下腹坠痛
3030,肾上腺皮质功能亢进
3031,皮肤瘙痒
3032,脐带过短
3033,肾阳虚
3034,慢性贫血
3035,暴力作用后腹痛
3036,出现毒性颗粒
3037,颈椎关节的根性疼痛
3038,鼻塞排出脓性或血性分泌物
3039,约占90%
3040,风寒湿痹
3041,牙齿松动和脱落
3042,毛发增生
3043,粪便中见到褐红色果实皮或毛发
3044,输尿管痉挛
3045,孕期便秘
3046,面部浮肿
3047,豆腐渣样白带
3048,旋转性眩晕
3049,皮肤轻度糜烂
3050,情绪性疲劳
3051,前囟饱满
3052,喉中痰鸣
3053,结肠血管发育不良
3054,闭袢性肠梗阻
3055,坏死性筋膜炎
3056,嗅觉倒错
3057,不可克制的饮酒冲动
3058,腹胀嗳腐
3059,唾液腺肿大
3060,阿罗瞳孔
3061,腹肌肌肉抽搐
3062,行迟
3063,沥青烧伤
3064,巨胃窦症
3065,肌肉的失用性萎缩
3066,颈部囊性病变
3067,食管腔梗阻
3068,四叠体受压
3069,单眼眼前黑影
3070,晨僵
3071,输卵管粘连
3072,低位小肠梗阻
3073,颅面骨畸形
3074,声门短而窄
3075,脾肿大
3076,上腹部疼痛
3077,颈静脉怒张
3078,甲周炎
3079,构音不良-手笨拙综合征
3080,强迫停立位
3081,短暂性眩晕
3082,尿道烧灼感
3083,围产期心肌病变
3084,喃喃重复自语
3085,强迫性头颈倾斜畸形
3086,凹甲
3087,眼眶内持续性、针刺或撕扯样痛
3088,懒胆囊
3089,右心衰竭
3090,股前内侧及小腿内侧感觉丧失
3091,阴囊瘙痒
3092,表情淡漠
3093,肌束震颤
3094,良性溃疡改变
3095,咬痛
3096,中枢性耳聋
3097,乳房内光滑质韧的球形肿块
3098,意识模糊
3099,颈根部斜方肌及风池穴处有压痛点
3100,月经不调
3101,卵巢功能障碍
3102,角膜烧伤
3103,脓性分泌物增多
3104,极速型心率
3105,唇红干燥
3106,指(趾)甲缺失
3107,毛发干枯
3108,腱鞘厚化
3109,子宫内膜梗阻
3110,阴茎和阴囊水肿
3111,先天性骨发育不良
3112,结肠袋半月襞消失
3113,口唇周围有炎性
3114,梅毒恐怖
3115,听觉疲劳
3116,腹满便溏
3117,水样便
3118,前列腺缩小变硬
3119,斑疹
3120,黑头粉刺
3121,水痘结痂
3122,痰中或可找到蛔蚴或虫卵
3123,三角韧带损伤
3124,面赤如涂朱
3125,头重足轻
3126,婴儿睡觉出汗
3127,四肢远端麻木、疼痛或异样感觉
3128,糖尿病酮症酸中毒
3129,月经稀少
3130,大块肝细胞坏死
3131,两肺毛玻璃样粟
3132,脉搏加速
3133,眦部缺损或眦缺损
3134,口干渴难忍
3135,生长缓慢
3136,新生儿两眼上翻凝视
3137,膀胱容量的减少
3138,肛门病变
3139,输卵管肿块
3140,腰部僵直感
3141,耳垂小
3142,细胞外液减少
3143,流黄鼻涕
3144,鳞状上皮
3145,精神创伤
3146,耳溢液
3147,便血
3148,便鲜红血呈点滴
3149,口腔粘膜色素沉着
3150,顽固性失眠
3151,胸腰椎压缩性骨折
3152,会阴痒
3153,颈椎分节异常
3154,腭舌咽呼吸肌呈
3155,孕早期腹痛
3156,动脉粥样硬化
3157,多发性结节
3158,思维贫乏
3159,下肢或周身软瘫
3160,皮肤呈黄绿或绿褐色
3161,三角肌疼痛
3162,外伤性出血
3163,咯血伴有皮肤粘膜出血
3164,无目的咀嚼舐唇
3165,手套或短袜子式浅、深感觉障碍
3166,化妆品的毛发损害
3167,小儿双下肢蜷曲
3168,持续性尿蛋白
3169,肠子胀气
3170,红细胞分布宽度偏低
3171,掌趾皮肤黄色角化物
3172,点状痤疮
3173,皮损皮黄到橙色
3174,指甲营养障碍
3175,尿道刺痒
3176,脑白质稀疏
3177,口唇皲裂
3178,结核杆菌血行播散
3179,现实解体
3180,乳头发炎
3181,弱脉
3182,猜疑
3183,习惯性脱臼
3184,脸部疼痛
3185,飞蚊症
3186,肾钙化
3187,喉鸣声
3188,皮肤弹性差
3189,晶状体铁质沉着
3190,顽固性便秘
3191,精神障碍
3192,日轻夜重的瘙痒
3193,心房内形成混合血
3194,尿道口有红斑和水肿
3195,产道扁平型狭窄
3196,鼻子红血丝
3197,痛风结节
3198,年轻人的眼袋
3199,咬嘴唇或舌
3200,甲状旁腺功能亢进
3201,婴儿脚气
3202,声调似小孩
3203,口唇和甲床略带青紫
3204,下痢赤白粘冻
3205,蚊虫刺咬炎症
3206,热痰口臭
3207,肠出血
3208,儿童性别偏差
3209,羊水血性
3210,反复感冒
3211,骨骼肿块
3212,分泌性腹泻
3213,手指小关节痛肿
3214,语言发育迟缓
3215,非玻璃体的病变
3216,尿酸盐在关节内
3217,肌腱扭伤
3218,胆汁返流
3219,蓝黄色盲
3220,周身不适
3221,上腹不适
3222,舌头震颤
3223,上半身代偿性多汗症
3224,胃肠扩张与脱肛
3225,钩蚴性皮炎
3226,肩周区弥散的钝
3227,食物返流至鼻腔
3228,经间期出血
3229,新陈代谢低下
3230,稀便
3231,面纹消失
3232,精血不足
3233,手足逆冷
3234,带下赤白
3235,挤压伤
3236,骨产道异常
3237,尿酸结晶
3238,肝功检查胆红素
3239,输尿管狭窄
3240,尿磷
3241,双肺水泡音
3242,妊娠期高血压
3243,眼嘴的细小皱纹
3244,前房中肿胀的晶
3245,手指扭伤
3246,晕血
3247,尿钠排出量极低
3248,持续发烧
3249,醛固酮分泌增多
3250,虹膜发炎
3251,胸骨后烧灼样痛
3252,婴儿步行晚
3253,蝶鞍变形
3254,口腔唇系带粗大
3255,溶酶体酶缺陷
3256,尿中有特殊鼠臭味
3257,关节响痛
3258,下垂乳房
3259,复视
3260,息肉
3261,暴力冲动行为
3262,苔少
3263,微血栓形成
3264,变应性咳嗽
3265,口唇麻木
3266,妊娠时持续性腹痛或腰酸腰痛
3267,耳源性眩晕
3268,树胶肿
3269,身体摇晃征
3270,灼痛
3271,青春期功血
3272,光过敏
3273,肢体短缩畸形
3274,肺内空洞
3275,大便变细形似铅笔
3276,恶寒
3277,不排卵
3278,深黄色或带绿色的水样便
3279,肝肿大
3280,趾远端呈球形
3281,癌性输尿管狭窄
3282,精液稀
3283,气血凝滞
3284,胸膜增厚粘连
3285,惧站立，喜依托
3286,脐带感染
3287,单侧头痛
3288,妊娠斑
3289,排出结石
3290,脾气变坏
3291,胃纳差症状
3292,闭眼站立不能
3293,阴道持续少量流血
3294,胎位异常
3295,结核中毒
3296,粪便中查见虫卵或妊娠节片
3297,倒地笑
3298,额部肿块
3299,婴儿说话晚
3300,胸腔出口综合征
3301,太阳穴胀痛
3302,手与手指胀满感
3303,四肢瘫痪
3304,上消化道出血
3305,颈背疼痛
3306,高睾酮血症
3307,晕车
3308,昏睡露睛
3309,眶上裂综合征
3310,细菌性心内膜炎
3311,先天性心脏传导
3312,尿黑酸
3313,颅内钙化
3314,神经性耳聋
3315,松果体区占位病变
3316,边缘溃疡性角膜炎
3317,眼睑畸形
3318,肥胖前期
3319,新生儿震颤
3320,颈部淋巴结肿大
3321,低磷血症
3322,癫痫的全身强直
3323,肛裂三联征
3324,左心室肥厚
3325,鼻部结核
3326,颅神经麻痹
3327,脊突叩痛
3328,透明血管型
3329,胸片示肺内孤立结节
3330,额区感觉减退
3331,乳腺内无痛单发
3332,玻璃体内可见球形囊体
3333,碰撞后皮肤容易青紫
3334,口角和鼻周出现黄白色水疱
3335,肠狭窄
3336,膈肌缺损
3337,红细胞畸形
3338,体循环淤血
3339,肾区叩击痛
3340,尿中组织胺排泄增加
3341,鼻煽
3342,耐热力降低
3343,过早衰老
3344,手掌软硬度异常
3345,胸部沉重感
3346,脑水肿
3347,股动脉枪击音
3348,咽喉疼痛
3349,脸上黑斑
3350,新生儿发绀
3351,肛门湿疹瘙痒
3352,舌嫩苔厚
3353,毛细血管扩张症
3354,肺部化脓性感染
3355,柠檬色痰
3356,肺动脉瓣狭窄杂音
3357,角质增厚
3358,回经
3359,瘙痒
3360,眼角膜反射消失
3361,瞳孔出现黄白色反光
3362,蔷薇疹样皮疹
3363,肺泡出血
3364,肝郁气滞
3365,腹围增大
3366,下唇微痒增大如蚕茧硬结
3367,肾小管坏死
3368,血浆白蛋白降低
3369,晕动症
3370,喉头发紧
3371,双侧睑外翻
3372,易倦感
3373,腹内压升高
3374,肠壁水肿增厚
3375,视神经乳头苍白
3376,肩背痛
3377,晕厥反复发作
3378,腕枪刺状畸形
3379,皮肤过度伸展
3380,胸腰段背部或臀部的疼痛
3381,下肢短缩
3382,代谢性碱中毒
3383,手酸
3384,寒冷刺激下皮损表面出现皱缩
3385,肠麻痹
3386,腓肠肌压痛
3387,胀坠感
3388,婴儿睡觉打鼾
3389,哮鸣音
3390,足趾发凉怕冷，
3391,粟粒样丘疹
3392,鼓膜充血
3393,颌下腺疼痛、压痛
3394,鼠疫样皮损
3395,根性坐骨神经痛
3396,月经推迟
3397,癫痫发作
3398,二碱基氨基酸尿症
3399,犬吠样咳嗽
3400,呕出物为紫蓝色
3401,单纯醉酒
3402,新生儿嗜睡
3403,妊娠中毒
3404,剧痒的疣状结节
3405,经期小腹坠痛
3406,两手颤抖
3407,平衡功能障碍
3408,近曲小管受累
3409,肝细胞内脂肪堆积过多
3410,处女膜无孔
3411,肌张力降低
3412,肾脓肿
3413,意识丧失
3414,不能向尺侧屈腕
3415,鼓膜瘢痕化
3416,撞击征
3417,眼底异常
3418,脑白质偏少
3419,腹部血管杂音
3420,垂腕
3421,眼睑痉挛
3422,脊髓病变
3423,晕轮效应
3424,皮下沉积所出现的粟粒样结节
3425,发炎
3426,口齿不清
3427,新生儿气促
3428,视力常呈雾状模糊感
3429,凝血因子功能的障碍
3430,睑结膜充血露出
3431,舌下垂
3432,皮下静脉呈网状怒张
3433,小支气管痉挛
3434,男性小腹痛
3435,革兰阴性杆菌感染
3436,杯状耳
3437,手麻
3438,面赤唇紫
3439,木僵
3440,腹痛伴黄疸
3441,躯体或颜面某一局部的连续性抽动
3442,跟腱疼痛
3443,短头畸形
3444,颈静脉充盈
3445,口唇青紫
3446,颌骨错位
3447,睑结膜泪阜区灰黑色肿物
3448,肝积水
3449,新生儿中性粒细胞增多
3450,麻醉药中毒
3451,糖耐量降低
3452,踝膝关节积液
3453,手皮肤发紫
3454,促脉
3455,心脏性猝死
3456,憩室出血
3457,舌苔黄
3458,脐周腹壁缺损
3459,婴儿喂养困难
3460,夸大狂
3461,尿流变细或中断
3462,表皮全层坏死及表皮下大疱
3463,大腿毛细血管明显
3464,脾胃虚弱
3465,脱水
3466,口淡不渴
3467,生长过快
3468,休克
3469,快感缺乏
3470,异嗜酸癖
3471,颈部可前屈，怕仰伸
3472,头昏眼花
3473,听力缺陷
3474,颈部瘰疬
3475,进食困难
3476,支气管平滑肌痉挛
3477,咬合关系错乱
3478,高眼压
3479,情绪性进食
3480,衰老加快
3481,口腔溃疡
3482,皮下深部筋膜进行性坏死性感染
3483,干性脚气
3484,口有溴味及咸味
3485,术后发热
3486,近视
3487,皮肤色素加深
3488,小脑出血
3489,小支气管粘膜水肿
3490,心肌肥厚
3491,鱼鳞癣样红皮
3492,女性腰骶生理性前突明显
3493,菌尿
3494,鳞屑样痂皮
3495,善悲
3496,痛经
3497,皮肤粗糙
3498,腹壁切口处有肿物突出
3499,严重情绪障碍
3500,白痱
3501,晶状体移位
3502,膝盖砸伤肿痛
3503,胱氨酸储积症
3504,黄指甲
3505,颈椎椎节已有明显退行性变
3506,足部坏疽
3507,血性腹水
3508,肩胛骨酸痛
3509,性早熟
3510,脉搏脱漏
3511,长骨骨骺端钙化不全
3512,湿性坏疽
3513,吟诗样语言
3514,轻度精神发育迟滞
3515,泪腺肿大
3516,人格改变
3517,妊娠期间甲亢
3518,肛门疼痛
3519,咽部粘膜弥漫充血
3520,发热伴咳嗽、咯
3521,筋膜疼痛
3522,死产
3523,烧伤创面焦痂提前潮解、脱落或出现虫咬样变化
3524,出生时小头
3525,唇厚舌大
3526,频繁吐黏液
3527,眶周水肿
3528,近事遗忘现象
3529,扭转动作
3530,继发性失眠
3531,肺源性心脏衰竭
3532,运动性忽略症
3533,两肺弥漫或散在可逆性哮鸣音
3534,乳腺隐痛
3535,重度精神发育迟滞
3536,尿痛
3537,甲状软骨下可触及异物撞击震动感
3538,外阴瘙痒
3539,对多脂饮食不能耐受
3540,胸膜休克
3541,舌无力且不能随意伸缩回旋。
3542,肝淤血
3543,皮肤花纹
3544,精囊增大
3545,足内翻
3546,面容憔悴早老
3547,慢性腰痛伴下肢麻痛
3548,胰源性腹痛
3549,蓝黄色弱
3550,心脏刺痛
3551,肺火
3552,冬季皮肤瘙痒
3553,气喘
3554,呼气中有甜臭味
3555,下体异味
3556,锁骨上的搏动性肿块
3557,关节肿胀
3558,扁脸
3559,血小板减少
3560,震荡性神经受累
3561,痰火郁结
3562,阵发性肠绞痛
3563,肝被膜紧张
3564,盆腔包块
3565,阴道后穹窿触痛
3566,齿龈肿胀
3567,手掌疤痕畸形
3568,肩背部沉重感
3569,斜头畸形
3570,指甲呈现黑色
3571,蜕膜反应
3572,腋下淋巴肿大
3573,肛乳头肥大
3574,睑结膜出现灰白色膜
3575,尿道黏膜外翻
3576,泪道阻塞
3577,胃肠功能不良
3578,产后出血
3579,肺血流量很多
3580,手足抽掣
3581,肝窦扩张
3582,恋兽癖
3583,脊髓半切综合征
3584,老年人高粘血症
3585,急性下肢缺血
3586,绞窄性肠梗阻
3587,心包膜发炎
3588,心脏增大
3589,感觉过敏
3590,鲜红斑痣
3591,皮肤呈浅黄或深金黄色
3592,额叶癫痫的扣带回发作
3593,肺部转移
3594,局限性肾坏死
3595,足痛
3596,背部有隐约麻痛不适
3597,胸部紧迫或束带感
3598,会阴部撕裂感
3599,小腿发胀
3600,椎动脉迂曲痉挛
3601,喉头水肿
3602,肢体变细变短
3603,保持睡眠障碍性失眠
3604,乳腺癌的远处转移
3605,阴道内出现粪质
3606,口鼻周围发绀
